roll_no,name,gender,city,department,semester,study_hours_per_day,sleep_hours,attendance_pct,prev_gpa,assignment_score,quiz_avg,lab_score,participation_score,stress_level,internet_hours,part_time_job,family_support,commute_hours,health_score,extracurricular,final_score,grade,final_gpa,outcome
STU-2508,Zara Hussain,Male,Islamabad,Med,4,8.4,8.2,97.9,2.46,89.9,37.9,91.5,6.1,1.6,2.1,0,8.9,2.2,7.1,0,80.3,A,4.0,Pass
STU-2509,Hassan Khan,Female,Islamabad,Civil,6,2.2,9.3,93.0,2.36,90.9,62.6,60.1,6.6,2.7,7.1,1,8.6,1.1,7.2,1,30.7,F,0.0,Fail
STU-2510,Fatima Hassan,Male,Peshawar,Med,2,7.1,8.2,96.1,2.77,68.6,49.5,88.8,3.1,6.0,2.8,0,4.6,2.5,6.4,0,31.5,F,0.0,Fail
STU-2511,Ali Hassan,Male,Karachi,EE,2,9.2,6.4,68.6,2.82,87.9,88.0,78.1,3.9,2.8,2.1,1,5.8,0.8,7.0,1,70.5,B,3.0,Pass
STU-2512,Zara Malik,Male,Karachi,EE,4,8.0,9.3,87.0,3.22,71.2,69.5,95.6,4.7,5.9,3.9,0,7.7,2.4,7.4,0,50.3,D,1.0,At-Risk
STU-2513,Sana Khan,Male,Quetta,Mech,5,7.2,7.7,77.8,2.54,92.6,93.1,96.2,5.7,6.6,3.0,0,4.4,2.5,8.1,1,56.9,D,1.0,At-Risk
STU-2514,Amna Sheikh,Female,Quetta,CS,7,7.2,9.9,95.5,3.28,78.6,70.3,62.6,5.2,1.8,5.8,0,7.7,2.4,5.0,0,49.8,F,0.0,Fail
STU-2515,Ayesha Ahmed,Female,Karachi,CS,1,7.6,7.9,76.2,3.51,74.2,53.6,79.0,2.5,5.9,1.5,0,7.8,1.0,8.4,0,40.3,F,0.0,Fail
STU-2516,Nadia Hassan,Female,Karachi,BBA,4,7.9,6.4,77.0,2.32,86.1,87.3,84.8,7.6,4.1,2.3,0,8.4,1.0,5.5,0,72.6,B,3.0,Pass
STU-2517,Zara Iqbal,Male,Lahore,Civil,5,3.5,8.8,66.8,3.63,79.5,81.4,82.9,5.6,2.9,3.2,0,8.5,0.3,7.8,1,58.1,D,1.0,At-Risk
STU-2518,Fatima Sheikh,Female,Islamabad,CS,5,6.3,6.8,91.5,2.72,92.8,89.7,75.6,8.5,2.0,3.9,1,7.7,2.1,9.1,0,61.7,C,2.0,At-Risk
STU-2519,Sara Hassan,Female,Islamabad,BBA,5,6.4,7.5,76.4,3.85,70.8,56.6,77.5,6.5,5.2,2.9,0,6.1,1.3,6.9,0,49.3,F,0.0,Fail
STU-2520,Sara Hussain,Female,Peshawar,Mech,4,7.6,7.6,93.8,2.29,82.3,76.7,80.4,9.4,2.9,2.1,1,8.4,1.1,5.5,1,70.7,B,3.0,Pass
STU-2521,Fatima Ahmed,Male,Karachi,BBA,6,9.1,7.4,91.6,2.88,91.2,78.8,70.0,8.1,4.0,6.0,0,6.5,1.4,6.3,0,75.6,B+,3.5,Pass
STU-2522,Imran Malik,Male,Karachi,Mech,1,5.4,7.9,80.9,2.92,98.5,69.4,93.7,6.1,4.5,2.8,0,6.8,0.7,8.4,1,53.1,D,1.0,At-Risk
STU-2523,Ali Iqbal,Male,Lahore,CS,5,8.3,9.1,90.5,2.44,96.7,51.9,73.7,7.7,5.9,6.8,1,6.6,0.5,6.9,0,54.6,D,1.0,At-Risk
STU-2524,Ali Hassan,Female,Peshawar,EE,8,7.2,7.9,83.1,2.9,80.1,61.9,79.5,4.7,4.7,6.5,0,8.2,0.3,7.9,0,49.5,F,0.0,Fail
STU-2525,Tariq Iqbal,Female,Islamabad,EE,4,5.6,9.2,93.9,3.3,71.6,83.8,68.7,6.0,6.4,1.9,1,8.2,2.2,7.2,0,47.2,F,0.0,Fail
STU-2526,Faisal Khan,Male,Peshawar,Med,2,7.0,5.8,96.4,2.96,86.4,51.7,99.8,5.5,5.4,7.4,1,5.5,1.2,6.7,1,57.9,D,1.0,At-Risk
STU-2527,Maria Ahmed,Male,Islamabad,CS,4,8.3,9.1,79.7,2.65,89.7,71.1,76.7,5.9,5.3,4.0,0,6.6,0.8,4.7,1,63.7,C,2.0,At-Risk
STU-2528,Ayesha Hassan,Female,Lahore,EE,4,6.6,7.3,62.8,2.48,85.2,79.8,78.9,4.6,2.1,4.0,1,5.5,1.3,9.3,1,31.7,F,0.0,Fail
STU-2529,Kamran Hussain,Male,Lahore,EE,2,7.3,6.4,70.9,2.74,87.5,89.6,71.6,2.6,2.9,3.3,0,9.5,0.9,8.2,0,48.7,F,0.0,Fail
STU-2530,Ali Chaudhry,Male,Quetta,BBA,8,8.5,8.3,78.3,3.0,61.4,83.3,71.5,6.6,3.2,4.1,1,7.3,1.3,5.5,0,58.3,D,1.0,At-Risk
STU-2531,Maria Ali,Male,Quetta,CS,1,5.5,8.1,87.9,2.25,92.3,81.7,88.3,7.0,4.5,4.0,0,2.7,0.8,7.9,1,54.9,D,1.0,At-Risk
STU-2532,Amna Khan,Female,Multan,BBA,6,6.8,7.5,90.3,3.4,69.8,50.6,96.7,4.8,5.8,7.9,1,3.3,0.5,7.5,0,34.0,F,0.0,Fail
STU-2533,Hassan Ahmed,Male,Islamabad,Med,5,7.8,5.1,89.6,3.02,73.1,79.8,90.5,4.0,1.8,4.0,1,7.1,0.3,8.0,0,64.7,C,2.0,At-Risk
STU-2534,Zara Iqbal,Female,Karachi,BBA,5,3.7,9.9,81.2,3.72,64.2,68.7,84.4,5.7,2.7,5.1,0,6.4,1.5,8.6,0,47.8,F,0.0,Fail
STU-2535,Ayesha Hassan,Male,Lahore,CS,6,4.4,7.3,79.8,2.66,68.5,83.9,72.9,5.5,1.7,2.6,0,7.5,0.9,9.4,0,31.0,F,0.0,Fail
STU-2536,Ahmed Ali,Male,Islamabad,CS,7,7.7,8.3,86.1,2.18,68.3,77.0,66.7,6.3,4.4,2.7,1,4.9,1.0,4.3,1,31.2,F,0.0,Fail
STU-2537,Sara Sheikh,Female,Lahore,Med,6,4.7,8.4,89.3,3.47,96.1,70.6,87.5,8.4,5.9,4.3,0,6.9,1.2,7.6,0,50.3,D,1.0,At-Risk
STU-2538,Tariq Ali,Female,Karachi,BBA,1,8.3,7.2,63.1,3.45,97.0,61.1,69.4,6.3,6.0,2.3,0,7.7,1.2,3.8,1,63.6,C,2.0,At-Risk
STU-2539,Fatima Ahmed,Male,Karachi,EE,5,8.0,7.7,86.1,1.9,96.0,83.4,77.8,7.7,4.6,2.2,0,9.5,1.8,6.6,0,70.1,B,3.0,Pass
STU-2540,Sara Sheikh,Male,Karachi,Med,1,3.7,9.2,81.4,3.32,84.5,36.6,66.7,4.7,3.7,3.7,0,6.1,0.8,8.8,0,28.6,F,0.0,Fail
STU-2541,Zara Hassan,Female,Peshawar,Med,2,3.7,8.1,97.0,2.2,88.4,73.3,85.1,4.7,5.5,5.0,0,7.1,0.9,9.6,0,21.3,F,0.0,Fail
STU-2542,Nadia Hassan,Male,Karachi,BBA,5,8.3,9.8,91.8,3.39,88.9,77.6,75.0,6.2,2.4,2.8,1,5.5,1.5,9.0,0,89.9,A+,4.0,Pass
STU-2543,Zara Hassan,Female,Peshawar,BBA,3,3.4,7.5,97.4,3.5,67.9,72.0,72.4,4.6,4.4,4.8,1,6.4,0.4,7.4,0,28.8,F,0.0,Fail
STU-2544,Hassan Hassan,Female,Lahore,Med,1,9.0,8.5,94.9,3.83,47.6,60.1,90.8,9.0,1.9,5.0,0,5.2,2.1,6.3,1,94.5,A+,4.0,Pass
STU-2545,Fatima Ali,Female,Karachi,Med,4,6.7,7.6,94.8,2.5,88.9,51.1,84.2,5.8,6.5,3.2,0,8.4,1.7,5.6,0,53.6,D,1.0,At-Risk
STU-2546,Maria Sheikh,Male,Lahore,Med,2,5.8,8.8,68.9,2.79,66.5,49.4,89.3,6.7,1.8,3.0,0,6.5,1.6,4.9,0,32.0,F,0.0,Fail
STU-2547,Omar Iqbal,Male,Peshawar,CS,3,4.2,6.8,86.9,2.34,92.6,54.8,85.5,6.6,7.9,2.4,1,7.9,3.1,6.3,0,9.2,F,0.0,Fail
STU-2548,Tariq Sheikh,Female,Peshawar,Mech,5,5.1,9.9,74.0,3.12,83.7,77.1,61.5,4.3,3.2,4.1,0,6.2,1.6,5.3,1,44.9,F,0.0,Fail
STU-2549,Tariq Iqbal,Male,Islamabad,Mech,7,3.6,6.8,77.7,3.15,76.8,83.2,89.3,7.7,3.0,7.1,0,6.0,1.2,7.0,1,32.9,F,0.0,Fail
STU-2550,Fatima Ali,Female,Karachi,BBA,6,7.7,7.7,83.6,2.94,57.9,78.7,78.7,8.5,7.4,3.6,0,4.6,0.9,8.8,1,50.0,D,1.0,At-Risk
STU-2551,Hina Ali,Female,Peshawar,Med,3,9.7,9.6,90.4,3.72,81.0,80.6,85.7,7.5,3.1,1.7,1,8.2,0.7,9.9,0,100.0,A+,4.0,Pass
STU-2552,Maria Butt,Female,Islamabad,Mech,3,5.4,7.6,92.8,2.28,67.5,71.4,94.4,3.7,4.4,5.5,1,9.8,2.2,5.7,1,23.6,F,0.0,Fail
STU-2553,Zara Ali,Male,Lahore,Med,6,4.5,7.6,86.0,2.14,85.5,84.4,77.0,5.2,2.2,5.5,1,6.2,1.4,8.1,1,20.8,F,0.0,Fail
STU-2554,Ali Khan,Female,Karachi,BBA,7,4.3,8.6,88.0,3.38,65.4,79.9,83.7,5.6,2.6,5.9,1,8.0,2.1,7.6,0,46.2,F,0.0,Fail
STU-2555,Kamran Khan,Female,Karachi,Civil,5,4.5,8.3,83.6,3.47,47.5,87.0,84.7,4.0,3.6,3.0,0,8.9,1.4,9.5,1,41.0,F,0.0,Fail
STU-2556,Nadia Butt,Female,Karachi,Mech,1,4.7,7.6,95.8,3.44,66.4,82.5,93.9,7.6,4.9,1.3,0,7.3,3.6,7.6,1,61.2,C,2.0,At-Risk
STU-2557,Ahmed Butt,Male,Lahore,CS,7,6.1,6.6,92.7,3.24,70.3,51.2,82.2,7.9,2.2,3.5,1,8.4,0.4,5.7,0,56.4,D,1.0,At-Risk
STU-2558,Ahmed Ali,Male,Karachi,Civil,6,4.2,9.0,74.8,3.16,78.0,62.5,74.1,5.5,7.5,4.8,0,5.1,0.7,9.0,0,27.8,F,0.0,Fail
STU-2559,Ali Hassan,Female,Islamabad,Med,2,8.8,8.3,82.9,3.55,85.1,96.4,62.0,3.8,6.3,3.9,0,6.8,2.9,5.0,0,72.4,B,3.0,Pass
STU-2560,Nadia Iqbal,Female,Lahore,BBA,3,6.8,8.0,79.4,3.03,78.4,72.0,90.3,6.3,3.8,4.3,1,7.7,0.6,9.9,1,55.2,D,1.0,At-Risk
STU-2561,Faisal Butt,Male,Lahore,Mech,3,3.8,8.3,74.9,3.5,75.5,59.9,68.8,4.7,4.7,3.5,0,9.1,1.1,5.7,1,29.3,F,0.0,Fail
STU-2562,Fatima Hassan,Male,Peshawar,Med,4,8.2,8.1,78.1,2.79,89.5,83.3,83.2,2.7,1.6,5.2,1,7.2,0.8,5.6,0,66.2,C+,2.5,At-Risk
STU-2563,Kamran Malik,Male,Multan,Med,4,5.7,8.3,86.7,2.81,58.6,81.9,61.6,4.8,4.4,4.6,0,9.1,1.2,9.0,0,53.7,D,1.0,At-Risk
STU-2564,Maria Hassan,Female,Karachi,Med,7,7.4,8.6,91.2,2.14,68.1,93.6,64.3,3.1,6.2,2.5,0,7.7,0.7,8.3,0,35.8,F,0.0,Fail
STU-2565,Maria Malik,Female,Quetta,Med,7,4.3,7.2,88.6,3.84,87.8,91.3,83.5,3.3,4.3,7.2,1,6.4,2.4,4.3,1,49.1,F,0.0,Fail
STU-2566,Usman Ahmed,Female,Karachi,Civil,7,5.0,6.7,89.0,2.58,78.6,95.2,81.5,4.8,3.0,6.6,1,5.4,0.9,8.6,0,40.7,F,0.0,Fail
STU-2567,Usman Chaudhry,Female,Islamabad,CS,1,8.3,9.0,81.2,3.17,72.1,54.9,58.8,8.6,3.6,5.8,0,2.7,0.2,6.9,1,71.7,B,3.0,Pass
STU-2568,Imran Chaudhry,Male,Peshawar,Med,3,6.8,8.1,90.0,3.64,99.1,92.6,69.6,7.0,6.9,3.7,0,9.0,0.4,6.0,1,80.3,A,4.0,Pass
STU-2569,Amna Sheikh,Female,Quetta,CS,6,3.3,6.9,89.7,2.58,87.1,84.0,96.1,3.3,3.8,1.2,1,6.4,0.2,7.4,0,17.6,F,0.0,Fail
STU-2570,Maria Malik,Female,Karachi,EE,6,7.4,8.9,87.4,3.73,86.3,74.6,74.3,6.7,3.7,4.8,0,9.0,0.7,8.8,1,95.5,A+,4.0,Pass
STU-2571,Hina Sheikh,Female,Lahore,Med,8,5.9,6.2,90.8,3.02,81.4,82.6,73.7,3.7,6.6,6.4,1,8.4,1.2,7.7,1,50.2,D,1.0,At-Risk
STU-2572,Hassan Ahmed,Male,Peshawar,BBA,3,8.8,6.5,98.0,2.4,69.8,70.0,73.6,4.4,2.6,1.6,1,8.2,1.3,7.2,1,71.4,B,3.0,Pass
STU-2573,Zara Ali,Male,Karachi,EE,5,7.8,8.8,67.6,3.64,77.3,57.1,92.2,5.9,2.5,4.7,0,7.5,0.5,5.5,1,56.8,D,1.0,At-Risk
STU-2574,Hassan Hussain,Male,Islamabad,Civil,1,7.9,7.7,89.9,2.6,51.3,80.4,83.1,7.4,3.9,1.2,0,7.6,1.3,6.4,0,62.4,C,2.0,At-Risk
STU-2575,Usman Hassan,Female,Lahore,Civil,7,5.1,8.9,94.8,2.64,83.7,94.4,90.2,6.0,3.7,3.2,1,7.7,1.8,7.3,1,54.0,D,1.0,At-Risk
STU-2576,Fatima Hussain,Male,Karachi,EE,7,8.3,5.3,94.2,2.98,83.3,50.6,71.7,6.6,5.4,4.2,0,8.5,1.3,7.2,0,63.1,C,2.0,At-Risk
STU-2577,Imran Hassan,Male,Lahore,Med,2,2.9,9.0,62.6,3.49,97.2,74.1,56.7,5.2,3.2,1.5,0,8.5,2.0,4.8,0,26.1,F,0.0,Fail
STU-2578,Rabia Hassan,Male,Karachi,Mech,5,8.6,8.3,92.8,3.37,91.3,77.5,71.5,7.6,2.2,5.6,0,4.8,1.0,6.8,0,89.1,A+,4.0,Pass
STU-2579,Omar Ahmed,Male,Karachi,EE,7,4.1,8.7,78.3,3.65,87.1,64.3,86.6,4.3,4.8,4.1,1,8.7,2.0,7.4,1,38.5,F,0.0,Fail
STU-2580,Hassan Iqbal,Female,Karachi,Med,6,4.9,9.1,83.4,3.96,86.8,93.4,78.4,2.9,6.4,3.0,1,8.5,0.9,4.5,0,46.4,F,0.0,Fail
STU-2581,Bilal Khan,Male,Islamabad,Civil,3,4.6,7.4,88.4,3.38,88.6,98.0,77.5,5.9,9.0,2.9,0,5.3,1.4,8.3,0,29.5,F,0.0,Fail
STU-2582,Hina Sheikh,Female,Multan,CS,6,7.6,6.5,85.9,3.61,74.9,70.1,90.9,3.9,5.4,6.2,0,6.2,0.7,8.9,0,58.4,D,1.0,At-Risk
STU-2583,Rabia Ahmed,Female,Peshawar,CS,5,2.2,8.2,82.2,3.41,91.5,69.4,74.3,1.9,4.7,4.4,0,7.5,1.4,2.8,0,18.9,F,0.0,Fail
STU-2584,Tariq Hussain,Female,Lahore,Med,7,5.5,7.6,77.5,2.64,94.4,84.9,59.0,5.6,6.4,4.6,1,7.4,0.6,8.3,1,28.4,F,0.0,Fail
STU-2585,Sana Chaudhry,Male,Karachi,BBA,8,2.2,9.1,94.5,2.75,86.5,73.4,70.5,5.8,5.7,3.3,1,6.8,1.2,4.9,0,18.7,F,0.0,Fail
STU-2586,Nadia Hassan,Female,Karachi,EE,7,8.8,8.0,90.1,3.86,69.4,74.3,90.6,5.1,7.0,7.4,1,6.2,2.4,3.7,0,58.3,D,1.0,At-Risk
STU-2587,Tariq Ahmed,Male,Karachi,EE,6,5.4,7.1,74.0,2.88,92.8,72.9,55.2,8.3,3.1,2.5,0,7.3,1.9,7.6,1,52.1,D,1.0,At-Risk
STU-2588,Fatima Chaudhry,Female,Karachi,Med,2,6.4,9.7,83.3,3.68,81.1,52.6,84.0,7.9,3.9,2.0,0,5.0,1.9,8.6,1,66.0,C+,2.5,At-Risk
STU-2589,Amna Malik,Female,Peshawar,CS,3,7.0,6.0,74.8,2.66,85.3,78.7,69.1,6.9,3.8,3.3,0,4.4,0.6,9.0,0,62.3,C,2.0,At-Risk
STU-2590,Rabia Hussain,Female,Peshawar,BBA,1,4.5,6.9,92.5,3.05,82.3,95.8,75.8,4.0,3.1,6.0,0,6.7,0.6,7.1,1,45.3,F,0.0,Fail
STU-2591,Hina Hussain,Male,Quetta,Mech,4,4.1,8.8,91.5,3.31,82.2,51.4,73.8,3.5,3.4,6.7,1,6.5,0.5,8.6,0,33.7,F,0.0,Fail
STU-2592,Faisal Chaudhry,Male,Peshawar,Med,4,8.3,9.0,76.3,3.84,76.9,70.6,88.3,7.2,2.2,2.9,0,6.6,2.1,5.2,0,83.1,A,4.0,Pass
STU-2593,Amna Hassan,Male,Islamabad,EE,3,7.6,8.5,67.4,2.11,69.2,82.8,80.4,8.3,5.9,1.4,1,6.7,0.5,7.8,1,41.2,F,0.0,Fail
STU-2594,Ayesha Sheikh,Male,Karachi,Mech,5,8.9,7.8,85.8,3.13,63.9,63.5,85.8,3.8,2.7,4.2,0,6.9,0.3,5.0,1,63.9,C,2.0,At-Risk
STU-2595,Ali Khan,Male,Lahore,Med,6,8.8,7.9,88.5,3.07,67.3,63.8,87.0,6.9,4.1,2.9,0,7.3,1.5,6.1,0,60.7,C,2.0,At-Risk
STU-2596,Rabia Khan,Female,Islamabad,Civil,2,6.3,8.3,87.9,3.62,86.8,84.8,86.2,6.5,3.9,3.2,0,8.1,2.2,9.1,0,89.6,A+,4.0,Pass
STU-2597,Omar Sheikh,Female,Multan,CS,8,5.8,8.9,70.1,2.15,69.7,66.9,82.8,7.8,3.0,2.9,0,8.7,0.7,7.8,0,37.9,F,0.0,Fail
STU-2598,Omar Hussain,Female,Karachi,Med,1,9.5,9.6,94.2,2.55,62.8,66.3,77.9,2.4,2.9,5.9,0,8.5,1.0,7.0,0,51.3,D,1.0,At-Risk
STU-2599,Kamran Ali,Female,Multan,Mech,4,7.2,8.4,89.2,3.73,70.5,68.2,81.0,7.1,2.7,6.0,1,9.4,2.6,5.1,1,62.5,C,2.0,At-Risk
STU-2600,Imran Hussain,Female,Karachi,Mech,2,8.4,6.8,97.1,3.16,87.0,91.8,64.2,5.7,4.0,5.4,0,6.4,1.0,5.5,1,71.0,B,3.0,Pass
STU-2601,Ayesha Butt,Female,Lahore,Civil,5,5.1,8.7,85.1,3.81,88.4,80.0,89.3,7.8,4.7,4.3,0,8.5,1.4,3.7,0,75.2,B+,3.5,Pass
STU-2602,Hassan Malik,Male,Lahore,CS,7,6.1,7.2,82.3,3.21,98.1,47.0,92.3,4.5,3.5,3.7,0,8.1,1.7,7.9,0,58.1,D,1.0,At-Risk
STU-2603,Maria Chaudhry,Male,Lahore,EE,8,4.8,6.8,82.7,2.85,82.4,79.2,82.7,6.1,2.5,4.9,0,6.6,0.1,9.6,0,43.7,F,0.0,Fail
STU-2604,Tariq Ali,Male,Lahore,EE,2,7.0,9.6,91.0,1.89,76.7,75.9,67.3,4.4,2.1,5.8,0,6.9,0.9,8.7,1,59.4,D,1.0,At-Risk
STU-2605,Imran Khan,Male,Peshawar,Med,6,4.4,9.5,75.2,1.6,64.9,78.7,80.9,5.8,4.3,2.1,1,9.0,0.4,9.4,0,17.3,F,0.0,Fail
STU-2606,Rabia Iqbal,Male,Karachi,EE,5,7.5,7.1,89.9,3.18,94.3,53.3,83.1,2.7,2.0,4.7,0,9.9,1.0,7.2,1,80.0,A,4.0,Pass
STU-2607,Kamran Hussain,Male,Islamabad,CS,2,5.2,8.9,94.4,2.63,72.7,85.1,68.9,7.2,2.7,3.3,1,7.5,1.4,8.0,1,53.6,D,1.0,At-Risk
STU-2608,Tariq Ahmed,Male,Lahore,Mech,4,6.9,7.3,82.7,3.45,58.1,71.1,80.2,4.2,3.4,5.3,0,6.4,1.7,8.4,0,56.9,D,1.0,At-Risk
STU-2609,Omar Hussain,Female,Islamabad,Mech,4,7.1,8.3,84.6,3.48,63.1,62.8,86.2,7.7,1.7,3.3,0,7.1,2.5,6.2,1,74.6,B,3.0,Pass
STU-2610,Bilal Hussain,Male,Lahore,CS,7,4.9,7.7,94.0,2.03,98.2,66.2,82.1,5.6,5.0,1.6,0,8.1,1.3,6.5,0,30.6,F,0.0,Fail
STU-2611,Imran Khan,Female,Quetta,Mech,8,7.4,8.5,91.8,3.59,90.4,67.0,52.3,3.8,2.4,3.5,0,7.9,1.3,8.8,1,82.4,A,4.0,Pass
STU-2612,Imran Ahmed,Female,Lahore,BBA,4,3.9,7.8,63.2,1.93,89.8,65.5,62.1,2.4,6.4,4.1,0,9.3,2.1,5.4,1,0.0,F,0.0,Fail
STU-2613,Hina Hussain,Female,Karachi,Med,3,3.3,8.0,74.2,2.34,75.7,75.2,96.7,3.0,1.8,3.0,1,7.4,2.5,3.7,0,15.4,F,0.0,Fail
STU-2614,Amna Sheikh,Female,Karachi,EE,2,8.1,9.0,73.1,3.37,69.5,80.6,85.7,5.3,3.1,2.5,0,9.5,2.8,7.0,1,66.3,C+,2.5,At-Risk
STU-2615,Nadia Hussain,Male,Peshawar,Civil,7,7.0,8.0,93.7,2.9,93.2,52.1,59.9,7.3,3.1,6.3,0,9.9,0.5,8.9,1,72.2,B,3.0,Pass
STU-2616,Hina Khan,Male,Karachi,CS,3,8.5,9.7,98.0,2.73,64.1,83.3,62.9,5.4,1.8,4.0,0,8.7,0.9,6.4,1,87.9,A+,4.0,Pass
STU-2617,Ahmed Khan,Female,Islamabad,CS,1,9.2,6.4,78.6,2.8,66.7,95.5,87.7,8.7,5.4,4.9,1,6.1,1.2,3.9,0,61.9,C,2.0,At-Risk
STU-2618,Sara Butt,Male,Peshawar,BBA,6,8.5,8.0,91.8,3.36,85.3,78.0,93.7,3.9,3.1,3.0,1,8.3,1.0,7.0,1,92.2,A+,4.0,Pass
STU-2619,Omar Khan,Female,Lahore,BBA,3,6.1,9.5,75.5,3.38,80.0,58.6,65.0,7.9,2.3,5.6,1,6.6,0.9,8.3,1,51.2,D,1.0,At-Risk
STU-2620,Hassan Ali,Female,Multan,Mech,6,7.9,8.3,86.9,3.26,80.0,53.8,86.5,5.1,6.6,7.4,0,6.4,0.4,4.0,1,37.7,F,0.0,Fail
STU-2621,Nadia Iqbal,Male,Islamabad,EE,1,5.0,7.2,91.9,2.56,84.3,84.9,96.6,5.0,3.3,3.8,1,6.1,1.3,6.6,1,53.7,D,1.0,At-Risk
STU-2622,Tariq Sheikh,Male,Quetta,BBA,3,8.0,8.0,83.6,3.08,60.8,80.3,86.0,8.9,5.6,5.1,0,6.5,1.1,5.1,1,49.6,F,0.0,Fail
STU-2623,Kamran Ahmed,Male,Peshawar,BBA,5,8.8,8.9,93.6,2.4,67.7,58.0,53.0,5.4,2.8,1.7,0,8.3,1.8,5.5,1,51.8,D,1.0,At-Risk
STU-2624,Bilal Malik,Male,Quetta,Civil,7,5.6,7.1,84.3,3.61,74.3,56.5,86.1,4.0,5.4,1.6,1,7.7,2.2,6.6,1,34.5,F,0.0,Fail
STU-2625,Ayesha Iqbal,Female,Quetta,Civil,7,6.8,7.5,87.9,2.86,62.2,54.4,83.2,3.6,4.6,6.6,0,6.7,1.3,5.1,1,37.4,F,0.0,Fail
STU-2626,Usman Khan,Male,Karachi,Civil,7,8.9,7.5,88.8,3.43,75.3,81.4,73.3,6.7,5.3,4.5,1,5.2,2.4,6.4,0,73.7,B,3.0,Pass
STU-2627,Ayesha Malik,Male,Karachi,Mech,2,7.7,8.6,91.1,2.8,69.7,58.9,71.7,5.6,5.1,3.3,1,7.2,1.6,8.0,0,54.6,D,1.0,At-Risk
STU-2628,Ayesha Malik,Male,Karachi,CS,5,7.4,6.7,79.1,2.07,75.4,55.6,65.2,6.4,6.0,2.6,0,9.6,1.4,7.9,0,23.3,F,0.0,Fail
STU-2629,Tariq Ahmed,Male,Lahore,EE,5,7.3,8.1,81.3,2.13,59.4,76.8,84.2,6.7,7.2,4.4,1,6.7,1.6,9.3,0,24.8,F,0.0,Fail
STU-2630,Omar Ahmed,Male,Peshawar,Civil,5,7.0,7.7,80.9,3.32,82.9,75.2,77.9,2.5,2.5,2.5,1,8.3,1.5,7.1,1,54.2,D,1.0,At-Risk
STU-2631,Kamran Sheikh,Female,Lahore,Civil,1,2.9,8.0,90.3,2.98,71.1,63.1,67.1,2.8,5.8,5.9,0,7.3,0.4,7.5,1,19.5,F,0.0,Fail
STU-2632,Bilal Ali,Female,Karachi,Civil,3,3.3,8.5,85.5,3.65,72.7,64.5,71.5,3.3,3.1,3.7,0,7.1,2.1,8.0,1,41.4,F,0.0,Fail
STU-2633,Omar Butt,Female,Karachi,CS,8,8.6,9.7,95.7,3.24,84.8,74.5,74.3,6.1,4.5,5.4,1,7.8,2.5,7.9,0,62.4,C,2.0,At-Risk
STU-2634,Nadia Malik,Male,Peshawar,BBA,5,8.1,7.7,97.2,3.2,71.3,66.9,82.0,3.9,2.9,5.0,0,7.0,1.7,5.8,0,69.0,C+,2.5,At-Risk
STU-2635,Ayesha Iqbal,Male,Lahore,Civil,6,8.0,7.2,90.7,2.27,69.7,65.2,62.2,7.6,6.0,4.2,1,7.1,0.8,8.0,0,40.8,F,0.0,Fail
STU-2636,Ahmed Ahmed,Female,Karachi,EE,4,8.8,8.7,80.4,2.67,75.9,94.5,83.7,5.4,7.0,4.0,1,6.0,0.5,5.1,0,46.1,F,0.0,Fail
STU-2637,Faisal Malik,Female,Islamabad,Civil,4,9.0,7.1,78.8,3.54,79.6,85.6,91.5,4.8,5.6,8.8,1,6.3,1.6,8.7,1,72.6,B,3.0,Pass
STU-2638,Rabia Sheikh,Male,Karachi,Med,7,8.7,7.8,93.0,3.05,74.8,93.0,80.9,6.5,4.9,1.6,1,4.2,1.2,9.3,0,77.2,B+,3.5,Pass
STU-2639,Sana Malik,Male,Multan,CS,8,6.2,8.1,85.0,2.77,97.5,50.4,68.9,5.6,6.6,5.6,0,7.6,1.6,7.7,1,41.6,F,0.0,Fail
STU-2640,Fatima Sheikh,Female,Islamabad,BBA,6,7.4,7.5,93.0,1.78,88.7,70.8,86.2,6.7,5.9,6.2,0,4.5,0.3,7.5,0,47.9,F,0.0,Fail
STU-2641,Rabia Iqbal,Female,Karachi,BBA,7,4.9,9.2,78.7,2.46,68.2,66.4,64.8,5.1,4.4,3.0,1,7.6,1.1,3.9,0,25.1,F,0.0,Fail
STU-2642,Hassan Iqbal,Female,Karachi,EE,5,7.4,6.8,81.3,3.47,95.1,68.2,81.6,4.8,1.3,7.1,1,8.1,1.2,8.5,1,71.0,B,3.0,Pass
STU-2643,Ali Hussain,Male,Islamabad,Med,5,7.3,8.5,70.1,3.26,86.4,63.7,73.6,1.9,2.4,2.3,0,7.5,0.6,7.5,1,62.6,C,2.0,At-Risk
STU-2644,Amna Ali,Male,Lahore,Mech,4,2.8,8.3,78.2,3.09,91.2,73.4,92.4,5.1,5.9,4.8,0,8.6,0.6,7.7,1,29.3,F,0.0,Fail
STU-2645,Faisal Butt,Male,Karachi,Civil,5,4.1,4.9,91.0,2.97,97.8,97.3,56.1,6.8,5.0,2.4,0,9.8,1.6,6.7,0,34.5,F,0.0,Fail
STU-2646,Omar Hussain,Male,Karachi,CS,6,3.0,7.7,82.2,3.03,78.2,62.1,87.8,3.7,3.3,1.8,0,6.8,1.0,5.9,0,15.7,F,0.0,Fail
